time,open,high,low,close,volume
2025.12.26 06:00,4510.053000,4519.339000,4508.147000,4511.047000,15135
2025.12.26 05:00,4509.040000,4514.859000,4505.999000,4510.102000,11350
2025.12.26 04:00,4501.730000,4511.748000,4500.528000,4509.087000,9590
2025.12.26 03:00,4508.838000,4513.556000,4497.592000,4501.836000,14119
2025.12.26 02:00,4503.745000,4509.755000,4492.303000,4508.847000,20912
2025.12.26 01:00,4517.905000,4531.332000,4497.648000,4503.785000,39400
2025.12.26 00:00,4495.172000,4518.041000,4492.378000,4517.946000,14530
2025.12.25 23:00,4486.193000,4500.024000,4484.435000,4495.245000,9545
2025.12.24 18:00,4480.598000,4482.371000,4477.299000,4480.715000,4068
2025.12.24 17:00,4476.762000,4487.611000,4475.336000,4480.553000,19826
2025.12.24 16:00,4458.382000,4478.110000,4455.887000,4476.736000,21641
2025.12.24 15:00,4464.694000,4476.504000,4448.294000,4458.334000,39911
2025.12.24 14:00,4487.850000,4489.341000,4460.347000,4464.653000,38236
2025.12.24 13:00,4490.845000,4493.491000,4474.508000,4487.814000,24843
2025.12.24 12:00,4491.512000,4496.050000,4489.776000,4490.814000,9808
2025.12.24 11:00,4489.455000,4491.946000,4483.082000,4491.476000,8977
2025.12.24 10:00,4494.575000,4499.899000,4482.350000,4489.433000,12325
2025.12.24 09:00,4482.373000,4495.958000,4481.974000,4494.698000,11808
2025.12.24 08:00,4483.975000,4492.917000,4478.091000,4482.329000,16005
2025.12.24 07:00,4493.626000,4495.100000,4483.440000,4483.925000,10179
2025.12.24 06:00,4488.639000,4498.207000,4485.393000,4493.596000,12989
2025.12.24 05:00,4499.254000,4500.686000,4485.268000,4488.605000,15529
2025.12.24 04:00,4493.164000,4501.566000,4491.251000,4499.299000,9245
2025.12.24 03:00,4477.473000,4498.499000,4468.766000,4493.138000,25662
2025.12.24 02:00,4518.794000,4519.316000,4475.055000,4477.520000,23441
2025.12.24 01:00,4511.925000,4525.969000,4506.823000,4518.760000,27856
2025.12.24 00:00,4503.359000,4518.040000,4500.774000,4511.885000,14889
2025.12.23 23:00,4487.444000,4510.399000,4486.745000,4503.344000,10901
2025.12.23 21:00,4497.537000,4499.018000,4483.568000,4484.991000,7816
2025.12.23 20:00,4490.896000,4500.083000,4489.421000,4497.513000,10835
2025.12.23 19:00,4484.443000,4496.327000,4484.083000,4490.860000,14171
2025.12.23 18:00,4472.706000,4485.113000,4472.706000,4484.408000,13799
2025.12.23 17:00,4474.229000,4479.889000,4469.669000,4472.699000,18375
2025.12.23 16:00,4458.471000,4476.507000,4455.899000,4474.191000,19347
2025.12.23 15:00,4446.308000,4459.370000,4430.579000,4458.511000,42795
2025.12.23 14:00,4479.238000,4479.821000,4441.520000,4446.222000,49592
2025.12.23 13:00,4486.468000,4497.359000,4473.184000,4479.204000,25960
2025.12.23 12:00,4493.464000,4493.632000,4483.393000,4486.506000,8913
2025.12.23 11:00,4484.355000,4494.149000,4483.050000,4493.501000,8491
2025.12.23 10:00,4480.391000,4487.636000,4479.548000,4484.302000,8649
2025.12.23 09:00,4489.823000,4491.162000,4478.220000,4480.430000,12084
2025.12.23 08:00,4486.656000,4493.292000,4484.745000,4489.861000,9877
2025.12.23 07:00,4481.312000,4489.619000,4478.294000,4486.692000,9193
2025.12.23 06:00,4475.290000,4481.546000,4469.518000,4481.455000,12646
2025.12.23 05:00,4482.493000,4485.555000,4474.875000,4475.332000,13378
2025.12.23 04:00,4486.824000,4488.436000,4478.738000,4482.547000,9214
2025.12.23 03:00,4493.437000,4496.562000,4483.141000,4486.863000,13565
2025.12.23 02:00,4486.749000,4497.830000,4481.127000,4493.473000,14871
2025.12.23 01:00,4470.546000,4490.817000,4469.756000,4486.681000,25639
2025.12.23 00:00,4460.236000,4470.611000,4458.033000,4470.532000,9099
2025.12.22 23:00,4447.549000,4461.774000,4446.949000,4460.243000,9127
2025.12.22 21:00,4438.523000,4449.198000,4438.523000,4443.705000,7291
2025.12.22 20:00,4433.449000,4439.383000,4431.723000,4438.471000,8204
2025.12.22 19:00,4435.223000,4435.975000,4428.766000,4433.487000,7901
2025.12.22 18:00,4438.526000,4439.051000,4429.464000,4435.195000,9213
2025.12.22 17:00,4438.730000,4442.007000,4432.127000,4438.467000,11855
2025.12.22 16:00,4431.808000,4442.300000,4428.043000,4438.767000,19574
2025.12.22 15:00,4419.220000,4435.506000,4411.872000,4431.837000,24551
2025.12.22 14:00,4423.642000,4429.383000,4414.790000,4419.179000,27356
2025.12.22 13:00,4415.561000,4427.531000,4412.798000,4423.526000,20069
2025.12.22 12:00,4410.206000,4415.840000,4406.157000,4415.572000,8932
2025.12.22 11:00,4408.694000,4411.698000,4406.180000,4410.272000,7297
2025.12.22 10:00,4411.137000,4415.950000,4406.278000,4408.655000,8206
2025.12.22 09:00,4408.377000,4414.930000,4407.950000,4411.051000,8034
2025.12.22 08:00,4414.280000,4414.967000,4406.138000,4408.333000,11683
2025.12.22 07:00,4419.145000,4420.347000,4410.549000,4414.352000,11496
2025.12.22 06:00,4400.181000,4419.891000,4398.827000,4419.107000,14754
2025.12.22 05:00,4398.388000,4409.574000,4396.683000,4400.181000,16624
2025.12.22 04:00,4392.672000,4400.880000,4391.329000,4398.415000,8075
2025.12.22 03:00,4386.003000,4394.991000,4384.225000,4392.633000,9789
2025.12.22 02:00,4382.903000,4388.723000,4378.600000,4385.972000,13985
2025.12.22 01:00,4364.849000,4384.947000,4361.297000,4382.870000,24482
2025.12.22 00:00,4355.278000,4366.380000,4355.278000,4364.770000,13038
2025.12.21 23:00,4340.979000,4356.441000,4339.944000,4355.345000,7983
2025.12.19 21:00,4339.602000,4340.112000,4336.637000,4339.365000,4948
2025.12.19 20:00,4345.299000,4346.355000,4336.831000,4339.576000,11164
2025.12.19 19:00,4348.530000,4350.627000,4345.146000,4345.356000,8333
2025.12.19 18:00,4353.498000,4356.559000,4343.205000,4348.578000,16100
2025.12.19 17:00,4349.792000,4356.155000,4347.146000,4353.544000,15773
2025.12.19 16:00,4347.773000,4354.914000,4341.968000,4349.825000,22744
2025.12.19 15:00,4332.544000,4349.049000,4331.988000,4347.800000,28011
2025.12.19 14:00,4328.526000,4338.024000,4319.730000,4332.503000,31881
2025.12.19 13:00,4326.851000,4335.439000,4326.103000,4328.501000,17801
2025.12.19 12:00,4327.290000,4328.982000,4320.582000,4326.814000,11458
2025.12.19 11:00,4327.850000,4329.534000,4325.081000,4327.238000,9248
2025.12.19 10:00,4329.303000,4331.764000,4322.288000,4327.797000,9651
2025.12.19 09:00,4326.117000,4333.590000,4324.375000,4329.324000,8999
2025.12.19 08:00,4322.716000,4331.018000,4321.090000,4326.159000,10863
2025.12.19 07:00,4326.458000,4329.539000,4321.625000,4322.756000,10955
2025.12.19 06:00,4325.959000,4329.525000,4321.816000,4326.435000,12989
2025.12.19 05:00,4322.775000,4329.087000,4317.595000,4325.918000,11720
2025.12.19 04:00,4318.031000,4322.978000,4316.900000,4322.789000,8115
2025.12.19 03:00,4316.858000,4322.560000,4312.848000,4318.024000,12813
2025.12.19 02:00,4323.311000,4327.823000,4314.273000,4316.816000,12987
2025.12.19 01:00,4326.058000,4328.400000,4309.221000,4323.266000,24713
2025.12.19 00:00,4335.170000,4335.841000,4325.608000,4326.019000,7620
2025.12.18 23:00,4335.742000,4336.899000,4333.458000,4335.144000,4249
2025.12.18 21:00,4334.729000,4334.729000,4328.443000,4332.274000,5850
2025.12.18 20:00,4324.992000,4338.159000,4324.480000,4334.702000,17171
2025.12.18 19:00,4331.689000,4334.872000,4322.719000,4324.976000,20020
2025.12.18 18:00,4333.236000,4341.162000,4325.700000,4331.660000,23570
2025.12.18 17:00,4360.362000,4363.517000,4321.657000,4333.269000,53601
2025.12.18 16:00,4338.265000,4374.645000,4337.733000,4360.255000,36979
2025.12.18 15:00,4328.563000,4341.500000,4324.781000,4338.221000,36383
2025.12.18 14:00,4336.591000,4341.525000,4308.654000,4328.463000,44832
2025.12.18 13:00,4320.828000,4343.102000,4314.495000,4336.656000,28753
2025.12.18 12:00,4325.572000,4326.528000,4317.162000,4320.909000,9846
2025.12.18 11:00,4325.312000,4328.683000,4324.362000,4325.567000,6763
2025.12.18 10:00,4323.328000,4327.567000,4321.966000,4325.359000,8025
2025.12.18 09:00,4326.508000,4328.674000,4320.584000,4323.437000,10297
2025.12.18 08:00,4331.379000,4332.592000,4321.808000,4326.574000,11499
2025.12.18 07:00,4333.970000,4337.740000,4330.022000,4331.418000,8932
2025.12.18 06:00,4333.254000,4336.158000,4330.728000,4334.007000,10590
2025.12.18 05:00,4331.833000,4337.513000,4331.101000,4333.307000,11952
2025.12.18 04:00,4333.196000,4333.523000,4328.576000,4331.921000,7286
2025.12.18 03:00,4333.236000,4336.737000,4330.838000,4333.093000,10460
2025.12.18 02:00,4331.534000,4337.710000,4329.852000,4333.283000,13909
2025.12.18 01:00,4334.803000,4337.000000,4324.200000,4331.536000,22747
2025.12.18 00:00,4339.150000,4342.938000,4333.085000,4334.855000,11280
2025.12.17 23:00,4340.111000,4343.202000,4335.627000,4339.201000,5212
2025.12.17 21:00,4341.311000,4346.328000,4338.306000,4338.459000,6796
2025.12.17 20:00,4336.935000,4346.096000,4335.192000,4341.189000,12169
2025.12.17 19:00,4335.953000,4341.089000,4330.294000,4336.967000,14482
